,passenger_count,year,Date,Hour,distance_travelled,Month_1.0,Month_2.0,Month_3.0,Month_4.0,Month_5.0,Month_6.0,Month_7.0,Month_8.0,Month_9.0,Month_10.0,Month_11.0,Month_12.0,Day_0.0,Day_1.0,Day_2.0,Day_3.0,Day_4.0,Day_5.0,Day_6.0,Predicted_Fare
0,0.0,2015.0,27.0,13.0,1.2002632081046176,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.641666666666667
1,0.0,2015.0,27.0,13.0,1.2307514915914464,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.656333333333334
2,0.0,2011.0,8.0,11.0,0.48130323252073115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.387863768107092
3,0.0,2012.0,1.0,21.0,1.0850780066282335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8.589666666666677
4,0.0,2012.0,1.0,21.0,1.8536120174368285,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16.316505611132094
5,0.0,2012.0,1.0,21.0,1.4401059216481924,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10.089666666666657
6,0.0,2011.0,6.0,12.0,0.6584005974789783,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.1139999999999946
7,0.0,2011.0,6.0,12.0,3.116480345511531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12.090664265484373
8,0.0,2011.0,6.0,12.0,1.5833863302864055,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11.982737053788851
9,0.0,2014.0,18.0,15.0,0.7426161987059042,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.643000000000001
10,0.0,2014.0,18.0,15.0,1.1987008681099125,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.836333333333332
11,0.0,2014.0,18.0,15.0,1.7620732736772864,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.329503428495222
12,0.0,2010.0,29.0,20.0,0.5441096276941073,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.852333333333334
13,0.0,2010.0,29.0,20.0,0.9857194950787309,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.317999999999997
14,0.0,2011.0,6.0,3.0,1.2532324618780815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8.924333333333333
15,0.0,2011.0,6.0,3.0,1.8106317854889706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12.288333333333357
16,0.0,2012.0,15.0,16.0,0.26201282607389764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.152796180561002
17,0.0,2012.0,15.0,16.0,1.2624838588610259,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.614000000000008
18,0.0,2012.0,15.0,16.0,0.5763303374485591,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.394333333333332
19,0.0,2012.0,15.0,16.0,0.3565187720820638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.6046917547296005
20,0.0,2014.0,29.0,2.0,0.9760129896181213,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.818333333333333
21,0.0,2014.0,14.0,13.0,1.0895772707315345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.411477906533566
22,0.0,2014.0,14.0,13.0,0.8346510246655359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.34
23,0.0,2014.0,14.0,13.0,1.0650149781033476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.872429715466821
24,0.0,2014.0,14.0,13.0,1.9132646894189638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.434659957612833
25,0.0,2014.0,14.0,13.0,0.7530067969544199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.276666666666666
26,0.0,2014.0,14.0,13.0,2.7291333774898656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13.49826365849445
27,0.0,2014.0,14.0,13.0,2.3441074701212963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.135924841479806
28,0.0,2014.0,14.0,13.0,0.7623783263639906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.406666666666666
29,0.0,2014.0,14.0,13.0,1.7399589346389028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.397858716350708
30,0.0,2014.0,14.0,13.0,1.3601953109085168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.097104692798807
31,0.0,2014.0,14.0,13.0,0.7798927016027902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.196666666666666
32,0.0,2014.0,14.0,13.0,0.7271870013441164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.282333333333333
33,0.0,2014.0,14.0,13.0,1.353420503175188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.103771359465476
34,0.0,2014.0,14.0,13.0,1.1155048410163295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8.846524095533372
35,0.0,2014.0,14.0,13.0,0.9415322434472528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8.25
36,0.0,2014.0,14.0,13.0,0.7623750182828559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.406666666666666
37,0.0,2014.0,14.0,13.0,0.6905452180392336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.481999999999999
38,0.0,2014.0,14.0,13.0,0.9447689977927646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8.018333333333333
39,0.0,2014.0,14.0,13.0,0.5398774430701516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.273999999999999
40,0.0,2014.0,14.0,13.0,2.0869721429715113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14.218493920970074
41,0.0,2014.0,14.0,13.0,1.2751829444107423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.364872992268273
42,0.0,2014.0,14.0,13.0,1.981666253312861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.491460657359532
43,0.0,2014.0,14.0,13.0,1.2135625309870264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9.934334661010844
44,0.0,2014.0,14.0,13.0,0.46243803708492975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.230999999999999
45,0.0,2014.0,14.0,13.0,1.4059992095854887,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.482346020797799
46,0.0,2014.0,14.0,13.0,0.633571818735767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.873666666666668
47,0.0,2014.0,14.0,13.0,0.7997618204402006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.046666666666667
48,0.0,2014.0,14.0,13.0,0.7178669043319844,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.3423333333333325
49,0.0,2014.0,14.0,13.0,0.5289434455791089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.146666666666666
50,0.0,2014.0,14.0,13.0,1.3918588504147642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.58421901306607
51,0.0,2014.0,14.0,13.0,1.4816288259471997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.538333333333334
52,0.0,2014.0,14.0,13.0,1.9662002707338193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.059718408580093
53,0.0,2014.0,14.0,13.0,0.7444052749662009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.408666666666666
54,0.0,2014.0,14.0,13.0,0.8486483896180096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.95
55,0.0,2014.0,14.0,13.0,1.7614777330583786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.09048773320265
56,0.0,2014.0,14.0,13.0,1.5321695152171548,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.003333333333334
57,0.0,2014.0,14.0,13.0,1.2354921784721613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.517197621169666
58,0.0,2014.0,14.0,13.0,1.5692821136625321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14.408919113534813
59,0.0,2014.0,14.0,13.0,1.5835404297245492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13.892252446868145
60,0.0,2014.0,14.0,13.0,0.8615439725944662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.127333333333333
61,0.0,2014.0,14.0,13.0,1.2832852838757527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.275593601875881
62,0.0,2014.0,14.0,13.0,0.5702741882860269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.161333333333332
63,0.0,2014.0,14.0,13.0,0.606186473347735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0470000000000015
64,0.0,2014.0,14.0,13.0,0.9293091435084044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9.176666666666666
65,0.0,2014.0,14.0,13.0,0.8548380746733009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.539
66,0.0,2014.0,14.0,13.0,1.3027343750801408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.70128724001302
67,0.0,2014.0,14.0,13.0,0.6950670851804525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.742333333333334
68,0.0,2014.0,14.0,13.0,0.44255486878511785,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.639666666666666
69,0.0,2014.0,14.0,13.0,1.8746057984209328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.389276478393883
70,0.0,2014.0,14.0,13.0,0.8042016276058401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.185
71,0.0,2014.0,14.0,13.0,0.49179277011898914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.100666666666666
72,0.0,2014.0,14.0,13.0,1.3631358505332534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.277577721328337
73,0.0,2014.0,14.0,13.0,0.8628337063902654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.084
74,0.0,2014.0,14.0,13.0,1.245841531620006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.399198948847177
75,0.0,2014.0,14.0,13.0,1.3689089636806069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.352577721328336
76,0.0,2014.0,14.0,13.0,2.838697416222775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13.472934316772502
77,0.0,2014.0,14.0,13.0,0.27442411643129955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.6206917547296
78,0.0,2014.0,14.0,13.0,0.37314684130744136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.969666666666665
79,0.0,2014.0,14.0,13.0,0.5781332079424027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.088333333333333
80,0.0,2014.0,14.0,13.0,0.7436719379090784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.580333333333333
81,0.0,2014.0,14.0,13.0,0.7318134603343844,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.176333333333333
82,0.0,2014.0,14.0,13.0,0.9273579366856977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8.881666666666666
83,0.0,2014.0,14.0,13.0,1.2432907282800603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.485201604202194
84,0.0,2014.0,14.0,13.0,1.9460611157734673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.46515086933362
85,0.0,2014.0,14.0,13.0,0.816621339447659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.37
86,0.0,2014.0,14.0,13.0,0.37741924116112313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0296666666666665
87,0.0,2014.0,14.0,13.0,0.8747168993917073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.841666666666667
88,0.0,2014.0,14.0,13.0,1.817761255942399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.35885504721477
89,0.0,2014.0,14.0,13.0,1.2617594431435828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.415207653279113
90,0.0,2014.0,14.0,13.0,1.293047842324226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.196260268542547
91,0.0,2014.0,14.0,13.0,1.1019497188792569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8.314905619933448
92,0.0,2014.0,14.0,13.0,0.8036342328520574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.176666666666667
93,0.0,2014.0,14.0,13.0,0.7934710575968509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.038333333333333
94,0.0,2014.0,14.0,13.0,1.6424601323990764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.48041935042261
95,0.0,2014.0,14.0,13.0,1.6704473028810294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.690805022888375
96,0.0,2014.0,14.0,13.0,1.3802184066106995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.652231700530535
97,0.0,2014.0,14.0,13.0,1.5961111791253872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13.927252446868145
98,0.0,2014.0,14.0,13.0,0.8739950161912616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.845
99,0.0,2014.0,14.0,13.0,1.291751083335576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.127926935209215
100,0.0,2014.0,14.0,13.0,1.3365546419139902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.939866557882894
101,0.0,2014.0,14.0,13.0,0.8056611630438167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.805
102,0.0,2014.0,14.0,13.0,3.0832463792556193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12.810019350398713
103,0.0,2014.0,14.0,13.0,0.8112278941553345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.362666666666668
104,0.0,2014.0,14.0,13.0,0.02478789904022648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.1554944704136405
105,0.0,2014.0,14.0,13.0,0.45617121744850836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.171666666666667
106,0.0,2014.0,14.0,13.0,1.4044672047313707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.475679354131133
107,0.0,2014.0,14.0,13.0,1.2436363400482027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.316868270868861
108,0.0,2014.0,14.0,13.0,1.403711080460978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.4923460207978
109,0.0,2014.0,14.0,13.0,2.3589521238147233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.584301873043673
110,0.0,2014.0,14.0,13.0,2.4837436748539843,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12.236874277580212
111,0.0,2014.0,14.0,13.0,1.978626112040613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.41839479163025
112,0.0,2014.0,14.0,13.0,1.3334134484503612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.667501415235252
113,0.0,2014.0,14.0,13.0,1.216677226278071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9.908861632481315
114,0.0,2014.0,14.0,13.0,0.7687410442193555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.41
115,0.0,2014.0,14.0,13.0,1.014067400627276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8.99
116,0.0,2014.0,14.0,13.0,2.2303802472033527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.484193058730337
117,0.0,2014.0,14.0,13.0,1.361844514662958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.54091105466167
118,0.0,2014.0,14.0,13.0,0.8844113981070799,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.435
119,0.0,2014.0,14.0,13.0,1.2893979902909538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.118260268542548
120,0.0,2014.0,14.0,13.0,1.2896637972029033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.134926935209215
121,0.0,2014.0,14.0,13.0,1.3391471316850996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.88269829467469
122,0.0,2014.0,14.0,13.0,1.118823670394824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9.123333333333333
123,0.0,2014.0,14.0,13.0,0.6928851297073038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.435
124,0.0,2014.0,14.0,13.0,0.8586727028170553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.445666666666666
125,0.0,2014.0,14.0,13.0,0.47775603104523967,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.249666666666666
126,0.0,2014.0,14.0,13.0,0.9526518647489322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.943333333333333
127,0.0,2014.0,14.0,13.0,1.4198830786175107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12.3423460207978
